"sensor_serial_number","timestamp","value","measurement_unit"
"223","2017-09-28 08:12:28","113.49","kPa"
"845","2010-02-08 14:18:54","470.16","mg/Dl"
"236","2011-06-26 20:39:50","220.46","kPa"
"429","2014-07-05 02:20:03","706.24","mg/Dl"
"818","2012-10-01 10:48:02","995.60","mg/Dl"
"834","2010-03-22 20:07:17","750.80","kPa"
"529","2008-07-03 08:44:49","46.84","kPa"
"557","2009-03-17 08:23:09","616.09","kPa"
"970","2016-01-10 07:13:57","127.54","mg/Dl"
"169","2005-12-09 16:31:29","381.62","mg/Dl"
"247","2017-04-02 21:28:54","355.43","kPa"
"791","2008-08-17 23:01:39","237.38","mg/Dl"
"872","2007-08-16 11:14:38","150.72","kPa"
"215","2008-03-01 16:31:57","300.97","mg/Dl"
"336","2009-11-26 02:55:15","745.47","mg/Dl"
"86","2016-10-17 18:25:58","67.49","mg/Dl"
"297","2017-04-20 10:21:49","939.53","kPa"
"550","2006-03-27 19:29:25","366.63","mg/Dl"
"875","2012-05-27 14:07:25","575.12","mg/Dl"
"816","2015-10-24 20:22:53","261.19","mg/Dl"
"175","2013-02-02 03:46:40","727.51","mg/Dl"
"576","2008-03-09 00:53:08","188.92","kPa"
"180","2017-07-10 18:44:13","447.24","mg/Dl"
"998","2006-03-31 01:20:33","540.12","kPa"
"943","2014-11-24 13:14:14","699.20","mg/Dl"
"58","2015-06-03 21:21:04","696.57","kPa"
"219","2006-09-17 20:58:54","917.08","mg/Dl"
"159","2009-07-09 12:41:45","704.55","kPa"
"353","2017-12-24 12:04:12","893.55","mg/Dl"
"588","2011-04-15 11:12:38","291.06","kPa"
"901","2011-10-10 02:50:08","954.14","kPa"
"796","2008-02-15 01:44:27","887.40","mg/Dl"
"278","2010-04-06 06:55:34","988.83","kPa"
"617","2016-03-24 14:09:44","927.29","kPa"
"136","2009-05-10 20:35:53","742.01","kPa"
"166","2005-08-31 01:56:08","624.75","mg/Dl"
"73","2006-04-07 14:19:25","168.44","kPa"
"118","2012-01-25 07:21:19","95.64","kPa"
"914","2015-03-28 12:48:01","858.19","mg/Dl"
"617","2010-05-13 05:24:51","408.07","kPa"
"301","2009-10-12 05:25:26","803.61","kPa"
"213","2007-09-02 12:21:48","474.70","kPa"
"735","2011-10-30 04:01:07","739.91","kPa"
"607","2010-04-30 12:10:57","630.47","kPa"
"346","2013-05-24 07:28:09","130.87","kPa"
"531","2007-01-15 09:44:40","974.07","kPa"
"375","2012-11-08 04:12:56","612.74","mg/Dl"
"985","2005-10-13 23:02:18","742.54","mg/Dl"
"854","2008-01-27 07:35:21","451.24","kPa"
"697","2014-07-07 12:19:15","992.98","mg/Dl"
"786","2005-02-26 07:59:57","735.37","mg/Dl"
"775","2014-01-11 22:56:46","992.86","kPa"
"201","2016-02-05 09:39:07","632.75","mg/Dl"
"42","2014-12-29 16:53:48","983.34","kPa"
"413","2016-06-24 05:44:35","896.95","kPa"
"662","2010-05-16 06:20:42","344.31","mg/Dl"
"769","2013-08-20 14:27:31","858.98","kPa"
"67","2013-09-11 23:48:54","824.76","mg/Dl"
"355","2017-10-02 07:32:12","592.77","mg/Dl"
"172","2014-01-28 00:59:45","29.01","mg/Dl"
"432","2005-01-17 04:01:20","633.88","kPa"
"775","2008-02-10 17:04:57","93.97","mg/Dl"
"21","2006-07-30 16:15:33","199.40","mg/Dl"
"392","2016-04-11 19:09:02","733.45","kPa"
"254","2005-05-03 17:08:33","26.64","kPa"
"168","2013-08-04 03:58:53","43.06","kPa"
"291","2006-11-20 05:42:44","772.23","kPa"
"507","2005-07-01 04:07:48","589.65","mg/Dl"
"270","2017-06-27 16:43:37","20.22","mg/Dl"
"214","2010-11-19 07:53:23","988.14","kPa"
"518","2006-05-22 01:11:33","796.52","kPa"
"261","2009-04-07 15:22:44","989.09","kPa"
"929","2005-08-09 10:32:07","613.53","kPa"
"793","2014-01-17 21:35:53","854.23","mg/Dl"
"136","2010-08-16 07:52:12","336.94","kPa"
"278","2016-03-22 14:29:48","733.27","mg/Dl"
"564","2007-10-02 12:21:49","19.19","kPa"
"199","2010-03-16 15:09:18","822.45","mg/Dl"
"985","2016-03-26 23:11:38","551.61","kPa"
"103","2009-12-11 02:05:08","188.07","kPa"
"674","2016-11-14 07:01:28","897.93","mg/Dl"
"314","2015-11-18 11:50:03","381.65","mg/Dl"
"561","2016-04-14 14:33:25","462.83","kPa"
