"sensor_serial_number","timestamp","value","measurement_unit"
"270","1378245897","162.47","kPa"
"966","1396150974","307.03","kPa"
"786","1199527154","709.57","kPa"
"842","1275498007","712.31","kPa"
"965","1386866026","709.11","kPa"
"510","1216068574","564.47","kPa"
"123","1278466281","29.30","kPa"
"312","1196745852","520.90","kPa"
"509","1316201529","190.19","mg/Dl"
"159","1221428758","173.00","kPa"
"516","1174484328","982.94","mg/Dl"
"966","1115410784","374.08","mg/Dl"
"352","1129775702","843.53","mg/Dl"
"383","1164551303","61.19","kPa"
"189","1507868388","408.51","kPa"
"49","1342534637","123.33","mg/Dl"
"555","1129573108","244.21","mg/Dl"
"103","1393453974","665.85","mg/Dl"
"883","1203214648","276.66","kPa"
"539","1471035835","458.80","kPa"
"276","1226516062","64.52","kPa"
"87","1297732244","113.01","kPa"
"725","1132029896","310.55","mg/Dl"
"836","1293870645","855.87","kPa"
"980","1268309992","161.98","kPa"
"688","1131300045","762.96","kPa"
"455","1395981968","121.49","kPa"
"474","1413602742","102.05","kPa"
"352","1146321309","198.25","mg/Dl"
"478","1417630131","553.08","kPa"
"856","1348873321","143.86","kPa"
"336","1156681054","547.18","mg/Dl"
"550","1336637011","816.96","mg/Dl"
"990","1506526315","717.26","kPa"
"761","1125415649","430.64","kPa"
"880","1473482684","443.48","kPa"
"886","1200896787","389.71","kPa"
"908","1419479746","12.86","mg/Dl"
"468","1215855382","806.24","mg/Dl"
"645","1196604443","872.03","mg/Dl"
"478","1185360274","477.60","kPa"
"20","1478288384","543.77","kPa"
"89","1386157511","963.27","kPa"
"174","1228754473","788.27","kPa"
"457","1150670330","449.25","kPa"
"175","1493121442","632.88","kPa"
"685","1182245462","837.70","mg/Dl"
"260","1346770144","661.41","kPa"
"328","1302169204","146.47","kPa"
"799","1251024807","967.24","mg/Dl"
"741","1171239678","999.70","kPa"
"630","1289321285","31.65","kPa"
"904","1425697395","95.55","mg/Dl"
"817","1225816831","416.38","kPa"
"653","1495745146","857.25","mg/Dl"
"989","1267399684","63.44","kPa"
"67","1112892971","524.29","mg/Dl"
"249","1258297303","506.99","kPa"
"140","1511135683","185.36","kPa"
"404","1216781474","834.65","mg/Dl"
"983","1142739755","364.34","kPa"
"763","1129791803","526.61","kPa"
"121","1382911567","865.79","mg/Dl"
"46","1106508101","668.57","kPa"
"615","1199892773","493.29","mg/Dl"
"806","1394712442","624.37","kPa"
"163","1107568249","750.56","mg/Dl"
"305","1168389999","289.43","kPa"
"116","1281049371","702.52","kPa"
"284","1279325114","78.56","mg/Dl"
"771","1130731305","247.02","mg/Dl"
"896","1289014403","962.09","kPa"
"4","1371258334","264.47","mg/Dl"
"832","1456377186","108.96","mg/Dl"
"251","1437986154","563.10","mg/Dl"
"52","1142154437","62.41","mg/Dl"
"244","1509069279","517.11","kPa"
"993","1130886616","225.94","mg/Dl"
"502","1406219259","548.48","kPa"
"529","1286959457","717.53","mg/Dl"
"67","1252822773","583.19","kPa"
"932","1490941640","129.03","mg/Dl"
"639","1151489611","720.67","mg/Dl"
"489","1506006244","253.64","mg/Dl"
"790","1275979043","198.76","kPa"
"21","1262412626","594.18","kPa"
"376","1289140535","374.63","kPa"
"32","1332389114","193.95","mg/Dl"
"897","1495607799","637.81","kPa"
"471","1415114359","622.24","kPa"
"373","1505498571","640.22","mg/Dl"
"358","1180390479","460.44","kPa"
"59","1209697992","889.05","mg/Dl"
"185","1258617954","360.17","kPa"
"503","1142264694","974.17","kPa"
"437","1474874831","250.59","mg/Dl"
"16","1431899806","565.75","mg/Dl"
"122","1162261872","952.17","mg/Dl"
"476","1355856800","851.16","kPa"
"382","1346926113","783.80","kPa"
"364","1125739515","511.43","kPa"
"801","1148811504","529.61","kPa"
"825","1409519961","353.51","kPa"
"415","1495028928","742.08","kPa"
"776","1475454731","701.51","kPa"
"414","1389971972","6.64","kPa"
"149","1318572572","949.62","mg/Dl"
"159","1324663253","765.78","mg/Dl"
"628","1311201869","835.08","kPa"
"290","1376299466","212.71","mg/Dl"
"176","1505182609","998.45","mg/Dl"
"688","1405103824","807.53","kPa"
"292","1274086321","961.33","kPa"
"244","1217750551","163.52","kPa"
"203","1108790666","420.59","mg/Dl"
"16","1459858461","496.08","kPa"
"948","1430573975","591.34","mg/Dl"
"1","1460068951","949.02","kPa"
"515","1484424543","536.10","mg/Dl"
"163","1244890470","916.73","mg/Dl"
"990","1441773864","8.83","kPa"
"123","1149953661","799.74","kPa"
"295","1328933661","285.10","mg/Dl"
"978","1508798148","376.18","mg/Dl"
"767","1434739169","912.29","kPa"
"960","1505073714","382.16","mg/Dl"
"301","1411098277","919.09","mg/Dl"
"192","1139628215","786.81","mg/Dl"
"251","1347387824","96.27","kPa"
"727","1357725682","269.44","mg/Dl"
"901","1239946830","779.48","kPa"
"896","1272113354","279.34","mg/Dl"
"439","1479780856","610.83","mg/Dl"
"683","1230579811","835.27","kPa"
"547","1242045280","964.11","mg/Dl"
"383","1141638660","532.53","mg/Dl"
"510","1134719665","725.99","mg/Dl"
"720","1494594472","526.94","mg/Dl"
"573","1279235871","523.68","kPa"
"557","1163269170","94.59","kPa"
"151","1162250804","72.01","mg/Dl"
"929","1408380849","587.88","kPa"
"254","1201156002","326.75","mg/Dl"
"936","1229922266","663.69","kPa"
"567","1344081314","526.40","mg/Dl"
"610","1428501735","820.25","mg/Dl"
"288","1209519034","885.63","kPa"
"268","1436830490","893.21","mg/Dl"
"322","1438778650","774.98","mg/Dl"
"67","1486729407","905.17","mg/Dl"
