"sensor_serial_number","timestamp","value","measurement_unit"
"975","2014-01-15 04:59:52","821.68","kPa"
"94","2017-06-26 03:59:30","491.70","kPa"
"516","2005-05-06 19:03:56","363.77","mg/Dl"
"69","2005-05-31 01:35:28","202.51","kPa"
"654","2010-12-14 00:53:54","151.34","kPa"
"541","2006-01-25 19:24:10","793.81","mg/Dl"
"493","2017-07-20 15:19:18","393.78","mg/Dl"
"262","2016-05-29 07:55:26","708.19","kPa"
"711","2006-05-14 21:25:54","167.25","mg/Dl"
"244","2011-06-11 08:03:09","332.90","kPa"
"422","2005-05-28 07:21:37","488.36","kPa"
"408","2009-01-24 09:47:20","936.03","mg/Dl"
"975","2007-09-02 00:15:47","280.75","kPa"
"103","2010-04-01 22:06:31","98.67","kPa"
"134","2006-05-24 18:30:22","412.03","mg/Dl"
"920","2017-08-13 17:18:12","212.24","mg/Dl"
"752","2015-07-21 09:31:43","213.17","kPa"
"684","2013-06-09 20:01:23","547.71","mg/Dl"
"813","2012-12-17 03:38:56","137.31","kPa"
"11","2012-11-10 15:15:16","576.82","mg/Dl"
"292","2009-02-25 22:39:53","785.39","kPa"
"73","2007-01-07 04:26:03","460.42","mg/Dl"
"72","2012-01-19 13:02:50","569.04","kPa"
"922","2011-04-14 16:46:05","693.64","mg/Dl"
"49","2008-06-07 13:13:00","19.39","kPa"
"547","2014-11-09 06:04:38","793.27","mg/Dl"
"863","2017-04-23 13:56:51","736.51","kPa"
"96","2006-05-11 06:28:10","64.00","kPa"
"327","2015-05-09 12:57:34","337.04","mg/Dl"
"71","2015-06-27 10:09:23","25.04","kPa"
"923","2008-10-20 10:21:48","455.91","kPa"
"617","2012-12-24 07:14:45","107.48","mg/Dl"
"672","2014-08-22 13:27:44","927.99","kPa"
"499","2008-08-05 13:32:04","39.70","mg/Dl"
"176","2012-06-26 02:38:34","80.49","kPa"
"273","2009-01-08 19:06:12","670.73","kPa"
"610","2005-06-19 23:59:43","550.76","kPa"
"422","2009-04-09 09:59:21","288.67","mg/Dl"
"193","2014-04-17 14:49:08","975.86","kPa"
"482","2012-12-02 23:39:18","178.14","kPa"
"816","2017-08-21 10:29:52","129.49","kPa"
"884","2016-06-20 17:34:02","831.87","kPa"
"890","2013-03-23 11:20:05","784.88","mg/Dl"
"211","2008-02-26 11:52:36","948.14","mg/Dl"
"766","2006-03-19 12:13:42","514.30","mg/Dl"
"864","2006-06-18 07:52:55","869.42","mg/Dl"
"574","2006-03-17 05:18:30","379.43","kPa"
"960","2005-12-25 22:14:10","164.38","mg/Dl"
"656","2013-04-01 20:11:37","683.59","mg/Dl"
"496","2009-11-03 23:41:13","544.98","mg/Dl"
"331","2006-10-27 04:27:41","635.76","mg/Dl"
"886","2015-11-20 07:56:56","613.38","kPa"
"135","2007-01-20 15:02:49","484.73","kPa"
"299","2007-09-23 12:17:02","126.75","mg/Dl"
"160","2017-03-31 04:39:57","815.56","kPa"
"877","2005-01-21 18:08:19","578.39","kPa"
"83","2006-10-27 10:07:13","732.59","mg/Dl"
"4","2011-08-10 15:04:59","153.79","mg/Dl"
"602","2006-07-31 17:17:42","386.51","mg/Dl"
"747","2006-06-09 01:08:34","213.86","mg/Dl"
"673","2015-01-04 01:30:59","115.71","mg/Dl"
"625","2015-05-31 01:08:26","772.82","kPa"
"567","2010-10-21 13:47:09","574.44","mg/Dl"
"458","2016-03-30 23:08:14","315.74","kPa"
"293","2009-12-12 10:09:54","895.78","mg/Dl"
"717","2010-06-05 07:05:05","284.76","mg/Dl"
"466","2010-07-26 04:55:11","803.02","kPa"
"669","2010-03-03 15:41:25","649.75","kPa"
"643","2006-10-18 15:45:24","828.57","kPa"
"244","2011-03-21 04:47:34","870.36","kPa"
"104","2007-03-31 14:33:53","447.82","mg/Dl"
"248","2017-02-23 05:17:58","903.39","kPa"
"177","2011-06-20 12:22:03","83.08","mg/Dl"
"10","2010-11-05 03:27:16","570.77","kPa"
"38","2017-10-19 08:18:16","8.08","mg/Dl"
"633","2014-06-16 16:07:52","886.66","mg/Dl"
"931","2006-01-06 15:05:40","190.58","mg/Dl"
"445","2015-04-29 21:47:53","861.62","kPa"
"831","2010-04-25 15:27:57","882.62","kPa"
"909","2009-08-03 09:06:55","822.60","kPa"
"831","2012-03-03 10:59:59","216.23","mg/Dl"
"153","2009-05-21 18:54:31","577.96","mg/Dl"
"931","2005-03-04 11:54:25","425.64","mg/Dl"
"41","2013-07-22 03:06:34","440.62","kPa"
"763","2013-11-24 23:37:37","413.61","kPa"
