"sensor_serial_number","timestamp","value","measurement_unit"
"894","1189354122","372.37","kPa"
"697","1211700724","144.64","kPa"
"231","1310915182","416.99","kPa"
"692","1266836297","540.26","kPa"
"560","1391959074","841.87","kPa"
"808","1379851045","584.25","kPa"
"328","1220558965","508.46","kPa"
"10","1317092921","196.65","kPa"
"71","1453873543","227.14","kPa"
"174","1298805039","456.27","kPa"
"271","1107098315","707.08","mg/Dl"
"820","1244999136","142.87","kPa"
"863","1390935500","124.32","mg/Dl"
"561","1319263239","876.57","mg/Dl"
"469","1443554639","370.03","mg/Dl"
"860","1317273928","674.88","kPa"
"860","1417024569","635.22","kPa"
"96","1465821126","524.77","mg/Dl"
"140","1213868821","172.32","mg/Dl"
"847","1420107850","790.20","mg/Dl"
"733","1209376678","828.79","mg/Dl"
"818","1442383563","495.40","mg/Dl"
"295","1259305014","708.95","kPa"
"398","1205429045","871.99","mg/Dl"
"40","1108701684","224.04","mg/Dl"
"590","1303352170","990.47","kPa"
"647","1454101010","929.15","kPa"
"814","1220590360","850.71","kPa"
"625","1473380230","211.75","kPa"
"194","1402164263","345.96","kPa"
"697","1294242239","838.38","mg/Dl"
"1","1174547876","982.63","mg/Dl"
"401","1210154059","33.12","kPa"
"931","1116916090","904.38","mg/Dl"
"362","1420587353","557.11","kPa"
"257","1235520139","482.64","mg/Dl"
"428","1177010636","789.39","mg/Dl"
"14","1121753952","673.11","mg/Dl"
"653","1155496232","135.02","kPa"
"799","1402808472","254.13","mg/Dl"
"218","1236408248","969.52","mg/Dl"
"956","1345902030","540.73","kPa"
"27","1367518997","484.98","mg/Dl"
"936","1423690821","869.59","mg/Dl"
"690","1514681925","151.86","kPa"
"293","1300358104","62.96","mg/Dl"
"645","1316028605","423.27","kPa"
"261","1129575913","772.99","mg/Dl"
"168","1499248307","860.79","kPa"
"195","1317799556","475.43","kPa"
"160","1225823229","80.95","kPa"
"890","1176495522","398.79","kPa"
"149","1255193246","41.04","kPa"
"943","1200082978","642.10","mg/Dl"
"291","1203647772","885.58","kPa"
"214","1483064697","532.03","kPa"
"591","1425227281","249.87","mg/Dl"
"763","1456922894","106.24","kPa"
"518","1197931677","903.67","kPa"
"81","1318108899","770.37","kPa"
"488","1259533830","461.28","mg/Dl"
"461","1392606486","275.19","kPa"
"322","1428597484","580.99","mg/Dl"
"19","1320811540","391.26","mg/Dl"
"883","1344219947","326.66","kPa"
"318","1387826640","40.43","kPa"
"615","1228426941","821.32","mg/Dl"
"520","1109137305","275.79","kPa"
"842","1437347303","842.75","kPa"
"542","1106769153","811.62","mg/Dl"
"749","1478091040","903.95","kPa"
"785","1147639477","796.06","mg/Dl"
"178","1472407624","640.44","mg/Dl"
"787","1473235889","25.71","mg/Dl"
"37","1384954603","955.66","mg/Dl"
"80","1378676366","733.87","mg/Dl"
"626","1235992449","526.80","kPa"
"351","1214490689","682.17","kPa"
"739","1262301969","565.43","mg/Dl"
"19","1409705228","365.63","kPa"
"216","1486538147","488.12","kPa"
"956","1442521189","350.22","kPa"
"336","1285043410","658.14","kPa"
"965","1434829592","822.65","mg/Dl"
"813","1197042730","93.02","mg/Dl"
"739","1229145226","396.28","kPa"
"863","1325104356","928.24","kPa"
"589","1406714881","715.20","kPa"
"763","1224079849","122.46","mg/Dl"
"617","1387151880","887.37","mg/Dl"
"970","1369867542","975.10","mg/Dl"
"817","1175439788","795.28","mg/Dl"
"785","1174014670","297.38","kPa"
"937","1139951834","740.88","mg/Dl"
"31","1143390023","778.86","kPa"
"346","1400980809","125.29","kPa"
"43","1194170275","175.00","kPa"
"84","1277226946","211.29","kPa"
"271","1235250529","309.05","mg/Dl"
"272","1358352026","818.36","mg/Dl"
"773","1108724467","641.07","mg/Dl"
"457","1472432529","731.41","mg/Dl"
"448","1387634165","867.46","mg/Dl"
"328","1240403383","921.14","mg/Dl"
"289","1273518751","938.23","mg/Dl"
"975","1281802984","458.64","mg/Dl"
"676","1263979855","233.09","mg/Dl"
"116","1471724352","420.84","kPa"
"647","1340356204","839.54","kPa"
"27","1170940912","615.90","kPa"
"814","1331120665","798.46","mg/Dl"
"982","1208524645","675.72","kPa"
"635","1458198217","401.36","kPa"
"858","1304139529","862.66","kPa"
"362","1493220717","665.52","kPa"
"359","1454339687","791.97","kPa"
"199","1437353352","711.28","kPa"
"106","1286209066","482.90","kPa"
"280","1156659978","103.43","kPa"
"427","1199645336","599.60","kPa"
"318","1328191242","184.50","kPa"
"853","1332499418","135.18","mg/Dl"
"514","1320877482","861.64","kPa"
"124","1420987524","916.36","mg/Dl"
"733","1415431080","255.90","mg/Dl"
"405","1232921891","273.98","kPa"
"331","1252383263","578.56","kPa"
"639","1442682433","730.85","kPa"
"310","1395248614","765.49","mg/Dl"
"800","1362718357","122.28","mg/Dl"
"986","1466930902","929.74","kPa"
"711","1232150662","784.67","mg/Dl"
"669","1340558797","940.96","mg/Dl"
"841","1352846835","251.62","mg/Dl"
"906","1106325252","218.49","kPa"
"978","1154961420","788.48","kPa"
"631","1154936123","644.17","mg/Dl"
"56","1191810008","409.60","kPa"
"103","1310617001","828.43","mg/Dl"
"802","1381442805","167.90","mg/Dl"
"414","1285304354","467.15","mg/Dl"
"705","1464043198","223.26","mg/Dl"
"768","1490964234","328.80","kPa"
"296","1362356191","802.36","mg/Dl"
"683","1345436689","338.34","mg/Dl"
"32","1313605183","802.90","kPa"
"550","1377131082","52.22","kPa"
"800","1277958895","693.97","kPa"
"983","1344683771","531.36","mg/Dl"
"653","1148643963","72.33","mg/Dl"
"53","1202326733","648.95","mg/Dl"
"958","1511913133","883.23","mg/Dl"
"993","1116893362","356.27","kPa"
"426","1263986059","859.66","kPa"
"72","1256768911","462.39","kPa"
"125","1300033090","214.41","kPa"
"531","1105391111","357.13","kPa"
"699","1474934157","396.95","kPa"
"518","1121026908","567.92","mg/Dl"
"932","1372792001","745.94","kPa"
"644","1119673926","540.03","kPa"
"174","1454810944","897.62","kPa"
"503","1305987447","970.28","mg/Dl"
"53","1283318213","699.87","mg/Dl"
"118","1459660850","12.01","mg/Dl"
"123","1362309217","307.18","kPa"
"850","1347783433","764.35","mg/Dl"
"949","1500455281","849.10","kPa"
"372","1434578659","424.23","mg/Dl"
"317","1498529431","155.93","mg/Dl"
"896","1467860016","29.95","mg/Dl"
"480","1154487406","152.41","mg/Dl"
"176","1298888038","781.38","mg/Dl"
"745","1194567815","681.54","kPa"
"827","1457245805","853.46","kPa"
"873","1125258129","264.66","mg/Dl"
"936","1223621302","504.83","kPa"
"621","1330139018","34.77","mg/Dl"
"700","1266966100","147.23","kPa"
"121","1466401030","273.06","mg/Dl"
"254","1375149096","118.29","kPa"
"591","1391608252","433.65","kPa"
"34","1277890971","872.52","mg/Dl"
"29","1386581559","640.48","mg/Dl"
"468","1133443445","562.38","mg/Dl"
"938","1350008585","589.11","kPa"
"623","1276486965","862.24","mg/Dl"
"690","1198036353","872.76","kPa"
"697","1148023521","938.78","kPa"
"539","1132845901","589.61","kPa"
"654","1438787942","687.16","kPa"
"372","1310325189","869.31","kPa"
"307","1490262018","434.32","mg/Dl"
"633","1401127529","702.52","mg/Dl"
"401","1126779101","912.38","kPa"
"869","1201380268","265.17","mg/Dl"
"730","1176279202","282.31","mg/Dl"
"67","1397795969","227.13","kPa"
"800","1372179974","650.36","mg/Dl"
"885","1288268532","327.33","kPa"
"699","1404445736","880.83","kPa"
"493","1350243399","616.76","kPa"
"265","1234265010","532.88","mg/Dl"
"983","1109451855","129.37","mg/Dl"
"128","1237581505","606.66","kPa"
"476","1161825618","577.04","kPa"
"965","1421207607","96.19","mg/Dl"
"364","1363200702","795.77","mg/Dl"
"230","1150493913","438.82","kPa"
"109","1345639967","742.86","kPa"
"223","1460278985","101.81","mg/Dl"
"507","1392550419","581.03","mg/Dl"
"880","1178197033","237.09","kPa"
"646","1183466962","837.96","mg/Dl"
"309","1379750248","500.45","mg/Dl"
"299","1247926574","428.53","mg/Dl"
"203","1363259999","408.51","kPa"
"129","1324816088","929.64","mg/Dl"
"221","1109534338","586.73","kPa"
"50","1228196574","440.02","mg/Dl"
"65","1461186672","739.01","kPa"
"739","1107798095","504.94","kPa"
"678","1255129568","390.08","kPa"
"625","1476664717","379.46","mg/Dl"
"20","1122136078","367.18","mg/Dl"
"336","1328813725","615.23","kPa"
"163","1355493753","499.94","mg/Dl"
"645","1147836132","933.01","mg/Dl"
"628","1367332847","233.95","kPa"
"381","1248421727","262.98","mg/Dl"
"84","1412402141","333.45","kPa"
"110","1377210401","952.32","mg/Dl"
"468","1183447957","854.60","kPa"
"568","1383983300","537.57","kPa"
"413","1146004874","319.30","mg/Dl"
"387","1467800190","319.15","mg/Dl"
"885","1236679912","928.12","kPa"
"156","1268779528","745.91","mg/Dl"
"811","1305056523","593.57","mg/Dl"
"451","1182627077","386.78","mg/Dl"
"124","1188209034","124.75","mg/Dl"
"776","1352295988","929.59","kPa"
"9","1283363142","581.84","mg/Dl"
"270","1130143199","177.28","kPa"
"14","1283782748","373.30","kPa"
"640","1461077558","711.72","kPa"
"510","1338813436","276.23","kPa"
"298","1198710021","643.80","mg/Dl"
"565","1259081162","108.17","mg/Dl"
"700","1511431782","374.78","kPa"
"195","1139960853","106.96","mg/Dl"
"261","1432516611","342.74","mg/Dl"
"675","1174108692","229.42","mg/Dl"
