"sensor_serial_number","timestamp","value","measurement_unit"
"711","1197668654","975.29","mg/Dl"
"286","1365076299","776.58","mg/Dl"
"686","1113222201","669.20","kPa"
"140","1131276052","641.46","mg/Dl"
"756","1219317725","195.45","kPa"
"251","1448489520","663.78","mg/Dl"
"729","1111242717","729.44","kPa"
"235","1514639025","131.13","mg/Dl"
"51","1307766338","171.52","kPa"
"241","1243207688","363.79","kPa"
"457","1341211924","537.36","mg/Dl"
"152","1198007117","197.05","mg/Dl"
"228","1133090821","292.62","kPa"
"435","1253920645","486.73","kPa"
"993","1258592369","537.43","kPa"
"160","1131175940","994.74","mg/Dl"
"188","1499806818","385.57","kPa"
"315","1182630699","286.14","mg/Dl"
"173","1430075004","60.78","kPa"
"248","1125663123","575.62","mg/Dl"
"851","1208919218","504.82","mg/Dl"
"440","1152282400","725.68","mg/Dl"
"216","1133310101","468.35","kPa"
"590","1396212808","326.93","kPa"
"193","1450504145","648.31","kPa"
"550","1218257739","314.53","kPa"
"700","1206046878","911.68","mg/Dl"
"798","1466637862","306.59","mg/Dl"
"270","1114110772","672.49","mg/Dl"
"883","1174766397","527.79","kPa"
"113","1313508449","189.86","kPa"
"422","1330282166","123.90","kPa"
"949","1511536793","754.75","kPa"
"614","1414502909","23.79","mg/Dl"
"949","1215578167","209.87","kPa"
"641","1272681516","490.45","kPa"
"654","1342066038","982.90","kPa"
"456","1299893294","671.72","mg/Dl"
"837","1148813097","241.60","mg/Dl"
"258","1160077981","945.51","mg/Dl"
"484","1144824756","39.30","kPa"
"884","1144959558","611.43","mg/Dl"
"813","1251399221","500.16","kPa"
"298","1254491206","546.43","mg/Dl"
"836","1223500191","490.89","kPa"
"29","1388174677","180.95","mg/Dl"
"680","1211490347","584.77","kPa"
"482","1312392252","506.79","kPa"
"854","1389549909","896.79","mg/Dl"
"110","1497238361","568.29","kPa"
"488","1390624731","957.09","mg/Dl"
"808","1271011825","863.75","kPa"
"493","1227279760","801.45","mg/Dl"
"128","1201906898","470.62","mg/Dl"
"59","1295684094","951.30","kPa"
