"sensor_serial_number","timestamp","value","measurement_unit"
"723","2013-11-14 04:09:02","217.60","kPa"
"491","2008-09-22 11:56:06","400.26","kPa"
"224","2005-12-23 09:16:33","685.79","kPa"
"791","2016-07-15 14:26:55","734.13","kPa"
"676","2012-11-20 06:43:59","495.89","kPa"
"926","2008-10-05 19:41:57","66.13","mg/Dl"
"815","2015-05-24 15:38:10","677.73","mg/Dl"
"814","2008-02-16 08:49:52","430.58","mg/Dl"
"298","2016-04-07 19:36:55","449.33","mg/Dl"
"494","2010-01-24 11:15:12","395.36","mg/Dl"
"931","2007-08-02 01:49:45","269.23","kPa"
"35","2011-05-30 11:59:41","247.70","kPa"
"54","2007-06-03 09:47:46","52.67","mg/Dl"
"626","2005-06-23 22:12:07","664.42","mg/Dl"
"644","2013-03-13 19:25:56","967.14","kPa"
"906","2013-02-27 13:21:19","252.28","kPa"
"257","2010-06-19 08:12:33","413.75","mg/Dl"
"381","2012-03-22 09:58:24","516.06","kPa"
"888","2008-03-21 22:21:52","606.14","mg/Dl"
"648","2016-09-17 09:32:00","795.59","mg/Dl"
"540","2005-05-08 13:24:08","584.48","kPa"
"557","2014-05-12 19:23:08","518.11","mg/Dl"
"700","2008-11-01 14:55:09","378.69","kPa"
"717","2008-12-19 02:29:05","708.02","kPa"
"11","2009-09-08 04:44:52","277.01","mg/Dl"
"169","2007-01-14 04:12:50","247.95","mg/Dl"
"770","2014-04-20 16:29:00","999.30","mg/Dl"
"560","2009-08-15 15:00:22","518.25","mg/Dl"
"336","2017-08-10 19:56:06","839.10","kPa"
"778","2015-02-18 14:34:14","79.24","mg/Dl"
"336","2006-03-17 15:14:38","168.10","mg/Dl"
"835","2012-06-02 15:03:44","281.96","kPa"
"956","2005-02-28 22:54:56","816.18","kPa"
"451","2006-08-09 20:42:59","578.63","mg/Dl"
"224","2014-05-02 07:05:24","800.38","kPa"
"163","2015-10-27 14:25:02","789.92","mg/Dl"
"353","2013-09-16 12:16:21","307.65","kPa"
"875","2014-07-11 10:20:26","308.08","mg/Dl"
"872","2007-05-19 22:39:57","196.86","kPa"
"168","2008-06-25 14:35:46","765.77","mg/Dl"
"336","2011-12-10 14:21:44","110.74","mg/Dl"
"346","2011-12-28 08:32:47","872.37","mg/Dl"
"71","2017-06-05 10:13:56","443.67","kPa"
"507","2015-07-21 19:08:08","161.24","mg/Dl"
"476","2015-08-17 21:21:26","338.16","mg/Dl"
"243","2015-05-04 10:36:32","251.30","mg/Dl"
"884","2005-09-16 08:59:59","851.39","kPa"
