"sensor_serial_number","timestamp","value","measurement_unit"
"719","1150702469","181.29","mg/Dl"
"223","1224785595","330.39","kPa"
"965","1469992462","618.56","kPa"
"25","1359860182","408.60","mg/Dl"
"297","1280327999","123.53","kPa"
"372","1439501155","201.46","mg/Dl"
"101","1301426541","492.26","kPa"
"180","1263451228","361.15","kPa"
"505","1457090620","293.33","mg/Dl"
"882","1266414186","664.74","mg/Dl"
"829","1333387656","964.38","mg/Dl"
"163","1312760897","537.89","mg/Dl"
"59","1505621611","480.58","kPa"
"282","1253007119","888.29","kPa"
"352","1240879757","80.18","kPa"
"73","1154406262","740.90","mg/Dl"
"975","1366801657","697.55","kPa"
"721","1314482734","779.60","kPa"
"176","1104987526","458.67","kPa"
"884","1443346678","624.63","kPa"
"747","1323399889","5.48","mg/Dl"
"791","1410402774","754.22","mg/Dl"
"193","1142580396","158.14","mg/Dl"
"705","1234124210","226.80","mg/Dl"
"836","1193781790","820.66","kPa"
"148","1365424329","424.81","mg/Dl"
"631","1312610029","366.12","mg/Dl"
"179","1199784750","644.67","mg/Dl"
"858","1505488085","482.95","mg/Dl"
"201","1310156876","552.23","kPa"
"694","1438730330","558.42","mg/Dl"
"772","1367932497","938.93","kPa"
"443","1398101494","757.19","kPa"
"763","1312506734","308.46","kPa"
"441","1223805261","612.91","mg/Dl"
"291","1134675571","134.02","mg/Dl"
"587","1300440648","982.09","kPa"
"398","1502699097","15.31","kPa"
"763","1107416922","860.42","kPa"
"504","1376529466","875.66","kPa"
"860","1409617293","781.30","mg/Dl"
"829","1311552419","43.34","mg/Dl"
"853","1248551057","208.75","mg/Dl"
"690","1128817876","905.10","mg/Dl"
"503","1227743053","607.77","mg/Dl"
"310","1137066950","482.33","mg/Dl"
"499","1469567287","285.29","kPa"
"29","1274015456","14.84","mg/Dl"
"375","1345796646","905.26","mg/Dl"
"662","1133881905","527.40","mg/Dl"
"378","1338202985","9.49","mg/Dl"
"232","1334072807","561.06","kPa"
"438","1443360461","339.81","mg/Dl"
"566","1136971891","264.44","kPa"
"719","1224286395","128.45","mg/Dl"
"198","1386931893","925.99","kPa"
"37","1336857603","379.14","kPa"
"56","1358282242","683.78","mg/Dl"
"358","1449531912","27.53","kPa"
"302","1253856597","546.69","kPa"
"175","1277559009","479.39","mg/Dl"
"16","1164919753","302.79","mg/Dl"
"719","1404479335","561.98","mg/Dl"
"307","1475615173","256.80","mg/Dl"
"285","1158871877","276.35","mg/Dl"
"428","1132308169","736.39","mg/Dl"
"914","1324307520","746.82","mg/Dl"
"805","1265519681","723.87","kPa"
"662","1211920094","472.24","kPa"
"393","1135824702","918.30","kPa"
"323","1437813816","889.06","kPa"
"850","1371800975","707.26","kPa"
"633","1388569659","559.32","kPa"
"131","1111434295","446.67","mg/Dl"
"95","1311445045","149.64","mg/Dl"
"476","1428437188","710.21","mg/Dl"
"581","1264984434","128.04","kPa"
"557","1302085704","704.39","mg/Dl"
"731","1168566833","582.32","mg/Dl"
"271","1173240227","354.73","kPa"
"452","1387063094","270.10","kPa"
"216","1281898462","987.39","kPa"
"322","1445486216","412.11","mg/Dl"
"103","1212427486","468.81","mg/Dl"
"178","1449350305","505.81","mg/Dl"
"473","1450066193","863.37","mg/Dl"
"496","1177180263","688.33","mg/Dl"
"799","1128398100","443.09","kPa"
