"sensor_serial_number","timestamp","value","measurement_unit"
"21","2010-04-24 06:41:21","751.03","kPa"
"787","2011-08-12 11:49:15","676.29","mg/Dl"
"587","2017-01-06 16:15:28","135.95","kPa"
"460","2015-09-01 21:01:12","793.49","kPa"
"862","2008-08-26 06:37:17","906.40","kPa"
"215","2012-08-13 13:52:35","733.36","mg/Dl"
"589","2011-06-26 20:52:13","189.00","mg/Dl"
"645","2011-08-10 14:35:59","162.58","mg/Dl"
"502","2017-06-08 22:35:50","648.55","kPa"
"888","2013-07-13 13:43:30","870.83","kPa"
"786","2015-07-18 02:45:07","19.17","mg/Dl"
"864","2010-08-23 05:05:20","149.34","mg/Dl"
"216","2009-10-07 15:48:48","241.19","kPa"
"797","2010-07-23 21:47:45","501.06","mg/Dl"
"455","2013-04-14 06:27:06","875.06","mg/Dl"
"752","2010-04-19 20:14:53","201.30","mg/Dl"
"985","2008-04-29 16:02:25","563.72","kPa"
"799","2007-09-03 23:02:38","665.07","kPa"
"173","2012-04-13 02:20:05","710.17","mg/Dl"
"551","2008-07-14 01:19:49","192.81","mg/Dl"
"376","2013-10-08 15:27:09","105.92","mg/Dl"
"899","2007-05-07 00:22:11","346.41","mg/Dl"
"884","2008-04-08 13:42:28","697.36","kPa"
"176","2007-02-15 23:49:52","794.24","kPa"
"266","2008-09-26 09:30:04","796.51","mg/Dl"
"267","2006-07-03 04:19:06","0.19","kPa"
"785","2011-05-20 10:11:49","944.85","mg/Dl"
"790","2012-07-11 21:04:30","115.55","kPa"
"57","2015-04-22 18:30:38","15.55","mg/Dl"
"442","2008-06-10 14:14:01","63.40","mg/Dl"
"783","2012-01-12 12:12:36","512.39","kPa"
"273","2014-07-30 10:47:16","236.63","kPa"
"416","2011-02-26 20:30:39","989.35","kPa"
"472","2014-05-15 21:55:55","819.34","kPa"
"874","2012-08-01 00:20:07","2.90","kPa"
"862","2015-11-11 19:24:01","296.57","kPa"
"443","2008-08-17 21:01:02","521.37","mg/Dl"
"285","2005-06-12 00:46:27","751.52","mg/Dl"
"621","2009-01-15 14:03:20","587.80","mg/Dl"
"862","2014-03-18 00:32:27","529.56","kPa"
"1","2017-12-18 05:07:42","673.89","kPa"
"943","2017-03-27 13:58:38","441.30","kPa"
"631","2013-11-04 12:37:41","313.71","kPa"
"733","2011-08-01 03:01:09","7.46","kPa"
"972","2005-12-26 09:03:40","582.24","kPa"
"300","2005-03-31 10:41:42","139.01","kPa"
"654","2006-05-28 02:01:19","933.53","mg/Dl"
"177","2012-07-28 01:04:19","877.15","kPa"
"813","2007-06-12 20:41:38","57.52","mg/Dl"
"519","2015-04-18 00:33:18","369.35","mg/Dl"
"185","2014-03-03 12:20:49","306.70","mg/Dl"
"763","2008-05-08 08:04:53","565.64","mg/Dl"
"376","2016-05-24 16:25:47","13.24","kPa"
"96","2015-05-04 12:39:10","319.88","mg/Dl"
"739","2005-12-28 16:05:04","621.57","kPa"
"32","2005-03-24 08:44:59","766.39","mg/Dl"
"348","2005-06-12 19:16:43","37.54","mg/Dl"
"493","2016-03-26 11:33:06","305.16","mg/Dl"
"119","2009-01-19 06:26:24","306.88","kPa"
"850","2007-12-17 04:23:33","17.69","kPa"
"328","2015-08-06 18:26:38","625.14","mg/Dl"
"621","2016-08-10 14:59:54","299.42","mg/Dl"
"136","2015-07-29 22:25:02","520.02","mg/Dl"
"396","2009-08-25 00:23:22","337.00","mg/Dl"
"12","2012-09-01 07:19:25","681.64","mg/Dl"
"129","2011-11-14 12:10:05","387.03","kPa"
"351","2006-01-13 02:20:38","526.42","mg/Dl"
"173","2008-08-06 17:25:49","684.90","kPa"
"864","2009-06-14 11:01:01","917.81","kPa"
"364","2009-10-08 02:54:26","992.66","kPa"
"466","2012-03-10 19:41:45","117.37","kPa"
"4","2014-10-18 12:30:25","998.07","kPa"
"719","2011-10-01 07:52:36","662.61","mg/Dl"
"894","2007-04-04 03:53:25","922.17","mg/Dl"
"637","2009-03-16 09:31:35","453.04","kPa"
"590","2012-08-17 17:07:53","152.79","mg/Dl"
"387","2012-06-17 03:56:10","440.92","kPa"
"644","2013-01-08 03:11:51","570.25","kPa"
"95","2008-07-01 13:39:29","362.66","kPa"
"558","2012-10-12 04:11:51","498.66","mg/Dl"
"831","2013-09-01 07:28:25","385.88","kPa"
"298","2017-06-04 18:10:07","132.37","kPa"
"588","2008-05-10 08:01:30","185.92","mg/Dl"
"831","2016-01-05 03:50:34","537.03","kPa"
"840","2006-04-05 00:19:18","185.30","mg/Dl"
"504","2013-09-17 12:50:57","296.36","kPa"
"641","2011-07-22 23:54:01","697.36","mg/Dl"
"646","2015-06-21 01:00:40","909.32","mg/Dl"
"12","2017-11-05 23:37:33","797.97","mg/Dl"
"129","2016-03-25 08:18:26","682.73","kPa"
"869","2005-06-18 01:00:53","520.00","kPa"
"509","2006-10-27 01:01:38","107.39","mg/Dl"
"477","2013-03-07 20:22:53","618.06","kPa"
"565","2008-02-05 23:24:32","253.15","mg/Dl"
"853","2014-06-23 12:46:55","704.78","kPa"
"580","2017-11-18 10:14:50","221.66","mg/Dl"
"761","2012-03-09 10:29:33","114.17","kPa"
"415","2013-01-28 20:13:26","12.99","kPa"
"348","2009-09-04 06:45:54","829.37","kPa"
"181","2010-06-13 09:17:39","602.06","kPa"
"149","2013-11-15 16:56:23","224.95","kPa"
"194","2012-09-09 08:23:07","596.30","mg/Dl"
"398","2017-12-11 09:58:46","52.67","kPa"
"438","2009-06-11 13:06:33","522.84","mg/Dl"
"856","2005-05-28 00:28:02","953.80","mg/Dl"
"947","2008-03-01 09:10:17","740.89","mg/Dl"
"87","2008-09-22 18:54:52","50.67","kPa"
"564","2015-06-08 02:53:55","814.19","mg/Dl"
"619","2012-11-30 21:33:51","673.04","kPa"
"25","2007-04-16 17:29:32","236.06","mg/Dl"
"476","2009-04-24 14:11:06","655.01","kPa"
"178","2007-02-24 09:37:14","952.17","kPa"
"683","2017-06-14 17:47:57","621.22","mg/Dl"
"489","2016-03-17 07:25:15","657.12","kPa"
"382","2005-02-22 12:41:27","317.05","kPa"
"216","2017-06-06 01:56:30","282.74","mg/Dl"
"759","2008-09-08 06:03:08","957.21","mg/Dl"
"440","2013-07-20 23:15:36","88.54","kPa"
"62","2012-07-19 13:37:12","228.48","mg/Dl"
"110","2009-06-25 20:40:13","896.76","mg/Dl"
"412","2005-07-26 19:12:26","521.03","mg/Dl"
"672","2014-08-12 18:49:09","81.49","kPa"
"295","2011-11-25 02:53:21","43.70","mg/Dl"
"672","2015-02-26 22:23:38","169.69","mg/Dl"
"791","2015-05-03 20:01:30","143.51","kPa"
"845","2013-02-05 23:59:58","291.62","mg/Dl"
"452","2013-09-07 19:51:53","669.66","kPa"
"555","2015-02-11 06:52:23","133.26","mg/Dl"
"731","2012-08-22 06:39:44","945.55","kPa"
"658","2011-06-22 13:55:12","599.71","kPa"
"895","2011-06-28 07:08:38","515.66","mg/Dl"
"169","2007-06-22 06:32:47","655.63","kPa"
"348","2005-03-12 03:03:25","572.90","kPa"
"763","2008-07-05 09:31:05","29.99","mg/Dl"
"500","2015-09-11 00:53:45","928.61","mg/Dl"
"681","2016-04-19 01:21:43","872.80","mg/Dl"
"516","2014-04-16 18:02:34","723.01","mg/Dl"
"243","2007-11-16 14:12:27","450.43","mg/Dl"
"284","2009-04-13 20:16:07","278.54","mg/Dl"
"978","2011-01-13 05:08:42","435.71","kPa"
"742","2015-06-09 01:36:02","638.46","kPa"
"800","2016-03-30 14:42:53","864.03","kPa"
"358","2012-03-06 13:26:08","304.55","kPa"
"968","2013-08-11 07:20:15","916.01","mg/Dl"
"241","2007-02-19 10:59:54","464.63","kPa"
"241","2013-01-18 12:53:21","81.96","kPa"
"176","2011-02-26 08:11:17","883.24","mg/Dl"
"455","2011-04-14 03:59:40","148.06","kPa"
"929","2008-02-02 16:55:08","499.44","kPa"
"519","2014-10-25 04:19:57","706.82","kPa"
"931","2005-03-10 17:41:03","339.65","mg/Dl"
"972","2007-08-02 02:57:03","375.31","kPa"
"176","2011-09-08 21:47:54","399.01","kPa"
"232","2016-02-08 19:43:57","648.32","kPa"
"275","2015-12-22 05:54:47","785.09","mg/Dl"
"911","2011-05-03 09:15:38","816.67","kPa"
"128","2005-10-11 07:30:31","345.47","kPa"
"899","2008-08-12 10:04:49","844.04","kPa"
"348","2014-07-16 10:46:21","736.40","kPa"
"551","2013-08-24 08:14:12","671.38","mg/Dl"
"169","2008-12-26 19:53:45","31.92","kPa"
"168","2017-08-07 08:53:27","464.04","mg/Dl"
"676","2009-12-24 12:37:51","448.53","mg/Dl"
"913","2009-08-28 11:18:31","640.77","mg/Dl"
"929","2008-08-05 11:52:28","74.10","kPa"
"622","2014-05-02 11:14:23","641.13","mg/Dl"
"480","2014-05-30 16:27:30","974.64","mg/Dl"
"263","2012-05-01 08:52:58","760.97","kPa"
"467","2013-04-03 00:30:52","119.93","kPa"
"541","2013-03-25 15:13:20","687.33","mg/Dl"
"389","2009-05-27 11:11:39","957.85","kPa"
"246","2005-05-18 07:21:04","712.72","mg/Dl"
"853","2010-10-25 06:35:57","495.01","kPa"
"600","2013-08-08 06:00:19","832.31","kPa"
"35","2010-08-29 09:46:56","553.77","mg/Dl"
"499","2007-12-16 20:23:39","802.87","mg/Dl"
"731","2006-12-19 00:55:28","696.08","mg/Dl"
"476","2015-05-21 08:52:15","751.11","kPa"
"125","2007-02-01 04:19:17","684.92","mg/Dl"
"872","2005-06-21 17:31:15","496.45","kPa"
"700","2015-01-12 21:18:17","424.25","mg/Dl"
"396","2014-02-10 03:02:57","535.99","mg/Dl"
"241","2008-07-02 04:31:05","36.20","mg/Dl"
"69","2016-12-07 10:33:00","719.37","kPa"
"807","2008-04-23 04:30:53","135.92","mg/Dl"
"662","2013-02-23 12:02:19","311.40","kPa"
"425","2005-06-06 12:24:23","814.65","mg/Dl"
"630","2017-02-28 10:19:16","148.55","mg/Dl"
"301","2016-11-02 13:35:34","281.65","kPa"
"775","2017-06-27 00:50:09","391.05","mg/Dl"
"406","2007-02-01 06:04:56","317.49","mg/Dl"
